deviceID,area,trap_line,code,boxLength,entrance,plateMesh,slideout,end,internal_baffels,weight,design,lid_securitys,rebar,pinkTri,box_condition,note,photo,date_reported,volname
,Clinton,Clinton Valley,C097b,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,A,,,,
,Clinton,Clinton Valley,C098,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,A,,,,
,Clinton,Clinton Valley,C098a,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,A,,,,
,Clinton,Clinton Valley,C099,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,A,,,,
,Clinton,Clinton Valley,C099a,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,A,,,,
,Clinton,Clinton Valley,C100,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,A,,,,
,Clinton,Clinton Valley,C100a,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,A,,,,
,Clinton,Clinton Valley,C101,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C101a,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C102,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C102a,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C103,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C103a,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C104,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C104a,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C105,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C105a,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C106,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C106a,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C107,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C107a,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C108,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C108a,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C109,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C109a,,infill_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C110,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C175,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C176,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C177,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C178,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C179,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C180,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C181,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C182,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C183,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C184,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C185,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C186,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C187,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C188,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C189,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C190,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C191,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C192,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C193,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C194,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C195,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C196,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C197,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C198,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Clinton Valley,C199,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN111,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,A,,,,
,Clinton,North Branch,CN111a,,new_style,,,,Stainless Steel 170mm baffle,,good_design,shortscrew_and_nail,,,B,,,,
,Clinton,North Branch,CN112,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,B,,,,
,Clinton,North Branch,CN112a,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,B,,,,
,Clinton,North Branch,CN113,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,B,,,,
,Clinton,North Branch,CN113a,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,B,,,,
,Clinton,North Branch,CN114,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,A,,,,
,Clinton,North Branch,CN114a,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,B,,,,
,Clinton,North Branch,CN115,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN115a,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,B,,,,
,Clinton,North Branch,CN116,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN116a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,shortscrew_and_nail,,,B,,,,
,Clinton,North Branch,CN117,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,North Branch,CN117a,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Clinton,North Branch,CN117b,,new_style,,,,galve_mesh_trap_baffle,,good_design,shortscrew_and_nail,,,A,,,,
,Clinton,North Branch,CN118,,new_style,,,,Stainless Steel 170mm baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN119,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN120,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN121,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN122,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN123,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN124,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN125,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN126,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN127,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN128,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN129,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN130,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN131,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN132,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN133,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN134,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN135,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN136,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN137,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN138,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN139,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN140,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN141,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN142,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN143,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN144,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN145,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,North Branch,CN146,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,North Branch,CN147,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN148,,new_style,,,,Stainless Steel 170mm baffle,,good_design,shortscrew_and_nail,,,A,,,,
,Clinton,North Branch,CN149,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN150,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm screw,,,A,,,,
,Clinton,North Branch,CN151,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN152,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm screw,,,A,,,,
,Clinton,North Branch,CN153,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN154,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm screw,,,A,,,,
,Clinton,North Branch,CN155,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN156,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm screw,,,A,,,,
,Clinton,North Branch,CN157,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN158,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm screw,,,A,,,,
,Clinton,North Branch,CN159,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN160,,new_style,,,,Stainless Steel 170mm baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN161,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN162,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm screw,,,A,,,,
,Clinton,North Branch,CN163,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN164,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm screw,,,A,,,,
,Clinton,North Branch,CN165,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN166,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm screw,,,A,,,,
,Clinton,North Branch,CN167,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN168,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm screw,,,A,,,,
,Clinton,North Branch,CN169,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm screw,,,A,,,,
,Clinton,North Branch,CN170,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm screw,,,A,,,,
,Clinton,North Branch,CN171,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm screw,,,A,,,,
,Clinton,North Branch,CN172,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN173,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,North Branch,CN174,,new_style,,,,Stainless Steel 150mm baffle,,good_design,65mm screw,,,B,,,,
,Clinton,Nealeburn,N001,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N002,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N003,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N004,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N005,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N006,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N007,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N008,,new_style,,,,galve_mesh_trap_baffle x1/ Stainless Steel 170mm baffle x1,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N009,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N010,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N011,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N012,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N013,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N014,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N015,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N016,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N017,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N018,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N019,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N020,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N021,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N022,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,C,,,,
,Clinton,Nealeburn,N023,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N024,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N025,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N026,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,shortscrew_and_nail,,,B,,,,
,Clinton,Nealeburn,N027,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N028,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,65mm_screws,,,C,,,,
,Clinton,Nealeburn,N029,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N030,,new_style,,,,no_trap_baffle_but_has_slot jumper_baffle,,good_design,shortscrew_and_nail,,,B,,,,
,Clinton,Nealeburn,N031,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N032,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N033,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,A,,,,
,Clinton,Nealeburn,N034,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N035,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N036,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N037,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N038,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N039,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N040,,new_style,,,,no_trap_baffle_but_has_slot jumper_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N041,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N042,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N043,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N044,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N045,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N046,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N047,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N048,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N049,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N050,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N051,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N052,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N053,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N054,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N055,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N056,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,C,,,,
,Clinton,Nealeburn,N057,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N058,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N059,,oldstyle,,,,galve_mesh_trap_baffle,,good_design_trigger_bent,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N060,,new_style,,,,no_trap_baffle_but_has_slot jumper_baffle,,good_design,shortscrew_and_nail,,,B,,,,
,Clinton,Nealeburn,N061,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N062,,infill_style,,,,needs SS baffles 170mm,,good_design_trigger_bent,shortscrew_and_nail,,,B,,,,
,Clinton,Nealeburn,N063,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N064,,new_style,,,,needs SS baffles 170mm,,good_design,65mm_screws,,,C,,,,
,Clinton,Nealeburn,N065,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N066,,new_style,,,,needs SS baffles 170mm,,faulty design,65mm_screws,,,C,,,,
,Clinton,Nealeburn,N067,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N068,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N069,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N070,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N071,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N072,,new_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,C,,,,
,Clinton,Nealeburn,N073,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N074,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N075,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N076,,infill_style,,,,Stainless Steel 170mm baffle,,good_design,65mm_screws,,,B,,,,
,Clinton,Nealeburn,N077,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N078,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N079,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,
,Clinton,Nealeburn,N080,,NEW STYLE nsk,,,,Stainless Steel 170mm baffle,,good_design,kea brackets 65mm_screws,,,A,,,,